# codec in_bits encoded back_bits
bf16 3bc4b56a 3bc5 3bc50000
bf16 91174a8e 9117 91170000
bf16 97356bbf 9735 97350000
bf16 52f73a37 52f7 52f70000
bf16 b1e1abcf b1e2 b1e20000
bf16 ae5b135e ae5b ae5b0000
bf16 d06ea481 d06f d06f0000
bf16 90a9be80 90aa 90aa0000
bf16 f9c9189c f9c9 f9c90000
bf16 23ab32ae 23ab 23ab0000
bf16 5edbde81 5edc 5edc0000
bf16 21458d18 2146 21460000
bf16 c9c18066 c9c2 c9c20000
bf16 c48811eb c488 c4880000
bf16 844eb4f9 844f 844f0000
bf16 f7ab27ec f7ab f7ab0000
bf16 088399bb 0884 08840000
bf16 dd4ddb1b dd4e dd4e0000
bf16 8cb5e1af 8cb6 8cb60000
bf16 65a3a09a 65a4 65a40000
bf16 55d8ccba 55d9 55d90000
bf16 9ae47660 9ae4 9ae40000
bf16 8deecb8d 8def 8def0000
bf16 2d89f6b9 2d8a 2d8a0000
bf16 2e63f893 2e64 2e640000
bf16 31d14954 31d1 31d10000
bf16 f8642400 f864 f8640000
bf16 f1e2d82b f1e3 f1e30000
bf16 908daf13 908e 908e0000
bf16 01cf2ad5 01cf 01cf0000
bf16 7b70202b 7b70 7b700000
bf16 96540da4 9654 96540000
bf16 9107c71f 9108 91080000
bf16 1e84e592 1e85 1e850000
bf16 27ee80c7 27ef 27ef0000
bf16 e7b49879 e7b5 e7b50000
bf16 2b9b4de1 2b9b 2b9b0000
bf16 d3ce18b0 d3ce d3ce0000
bf16 a36a9dec a36b a36b0000
bf16 5b6dfb9f 5b6e 5b6e0000
bf16 3163b33f 3164 31640000
bf16 d4e58267 d4e6 d4e60000
bf16 9f533955 9f53 9f530000
bf16 dd613ed0 dd61 dd610000
bf16 9f2b5fdf 9f2b 9f2b0000
bf16 da7eca14 da7f da7f0000
bf16 d82d38ce d82d d82d0000
bf16 f9ef5ae3 f9ef f9ef0000
bf16 8bf7a461 8bf8 8bf80000
bf16 5e44387a 5e44 5e440000
bf16 7051054f 7051 70510000
bf16 00494781 0049 00490000
bf16 d27e3a38 d27e d27e0000
bf16 b55f1f9e b55f b55f0000
bf16 38357229 3835 38350000
bf16 a0b33f20 a0b3 a0b30000
bf16 55824844 5582 55820000
bf16 8cc2c9ee 8cc3 8cc30000
bf16 4927a406 4928 49280000
bf16 76d9932d 76da 76da0000
bf16 ce4524ce ce45 ce450000
bf16 b4431dc0 b443 b4430000
bf16 1c6b47d9 1c6b 1c6b0000
bf16 22c59b72 22c6 22c60000
bf16 e725ac33 e726 e7260000
bf16 7d08b5c1 7d09 7d090000
bf16 8a341c4d 8a34 8a340000
bf16 2b7a34a8 2b7a 2b7a0000
bf16 c14c75d9 c14c c14c0000
bf16 8dc9d479 8dca 8dca0000
bf16 d98c311f d98c d98c0000
bf16 214c9b60 214d 214d0000
bf16 870136aa 8701 87010000
bf16 01a91b34 01a9 01a90000
bf16 645d3178 645d 645d0000
bf16 72a976a4 72a9 72a90000
bf16 2051bba9 2052 20520000
bf16 cf268ca9 cf27 cf270000
bf16 2d70e730 2d71 2d710000
bf16 b3348b64 b335 b3350000
bf16 8c71d998 8c72 8c720000
bf16 92549785 9255 92550000
bf16 23a58735 23a6 23a60000
bf16 b4fd76f9 b4fd b4fd0000
bf16 6ec5e359 6ec6 6ec60000
bf16 94e2f64a 94e3 94e30000
bf16 be137fd3 be13 be130000
bf16 dcb3dfb8 dcb4 dcb40000
bf16 cd52aa9c cd53 cd530000
bf16 22d36ea5 22d3 22d30000
bf16 140643c1 1406 14060000
bf16 b50d8c91 b50e b50e0000
bf16 47e85b17 47e8 47e80000
bf16 07ce5a41 07ce 07ce0000
bf16 73e63274 73e6 73e60000
bf16 f16f6b32 f16f f16f0000
bf16 e66bd3c6 e66c e66c0000
bf16 878ad18a 878b 878b0000
bf16 fa0d201a fa0d fa0d0000
bf16 4fd496f2 4fd5 4fd50000
bf16 161b6931 161b 161b0000
bf16 750f40fa 750f 750f0000
bf16 b3f22549 b3f2 b3f20000
bf16 cb0d1329 cb0d cb0d0000
bf16 4162e16a 4163 41630000
bf16 e00eb01c e00f e00f0000
bf16 b86a8a81 b86b b86b0000
bf16 8f83a02d 8f84 8f840000
bf16 646dab20 646e 646e0000
bf16 2467ee3c 2468 24680000
bf16 35cc594a 35cc 35cc0000
bf16 e99f8b3e e9a0 e9a00000
bf16 c539bffe c53a c53a0000
bf16 23112746 2311 23110000
bf16 465a1623 465a 465a0000
bf16 36858897 3686 36860000
bf16 e4927fb5 e492 e4920000
bf16 b912c5dd b913 b9130000
bf16 4176ff12 4177 41770000
bf16 0109dfca 010a 010a0000
bf16 7ad28c4c 7ad3 7ad30000
bf16 25b0cc61 25b1 25b10000
bf16 ad4f4696 ad4f ad4f0000
bf16 4ec9f9e3 4eca 4eca0000
bf16 eadf00e2 eadf eadf0000
bf16 4c9ce31d 4c9d 4c9d0000
bf16 ae947bca ae94 ae940000
bf16 1bc572f1 1bc5 1bc50000
bf16 a7b32625 a7b3 a7b30000
bf16 0d157f33 0d15 0d150000
bf16 7e6642e0 7e66 7e660000
bf16 5f10e436 5f11 5f110000
bf16 5a9d368e 5a9d 5a9d0000
bf16 f53e9c56 f53f f53f0000
bf16 bb5740b2 bb57 bb570000
bf16 d10deb4d d10e d10e0000
bf16 1afebf0f 1aff 1aff0000
bf16 396885f3 3969 39690000
bf16 7de8d585 7de9 7de90000
bf16 0517cc4b 0518 05180000
bf16 6b743be6 6b74 6b740000
bf16 74804f75 7480 74800000
bf16 33a1d6f1 33a2 33a20000
bf16 cce4e2c2 cce5 cce50000
bf16 38e6cd9a 38e7 38e70000
bf16 08947cb8 0894 08940000
bf16 34ff9a41 3500 35000000
bf16 ebd0d101 ebd1 ebd10000
bf16 9c2989db 9c2a 9c2a0000
bf16 053daa43 053e 053e0000
bf16 c13f3a67 c13f c13f0000
bf16 4e15eb53 4e16 4e160000
bf16 a7f57f4c a7f5 a7f50000
bf16 841d796a 841d 841d0000
bf16 82cc8e8e 82cd 82cd0000
bf16 26431d6a 2643 26430000
bf16 74fe6169 74fe 74fe0000
bf16 e75a6a43 e75a e75a0000
bf16 30d46baf 30d4 30d40000
bf16 7cb08a25 7cb1 7cb10000
bf16 cde05dd6 cde0 cde00000
bf16 825252bf 8252 82520000
bf16 c3f5077d c3f5 c3f50000
bf16 d88445a2 d884 d8840000
bf16 a3c8d7f3 a3c9 a3c90000
bf16 83da9f12 83db 83db0000
bf16 739c1ba2 739c 739c0000
bf16 67f4ed81 67f5 67f50000
bf16 714dc6ea 714e 714e0000
bf16 1641bf29 1642 16420000
bf16 88f2e393 88f3 88f30000
bf16 6a681ebe 6a68 6a680000
bf16 1ced58cb 1ced 1ced0000
bf16 0a0d9605 0a0e 0a0e0000
bf16 6673912c 6674 66740000
bf16 b6ede78e b6ee b6ee0000
bf16 97bae107 97bb 97bb0000
bf16 f3b345ec f3b3 f3b30000
bf16 a6439552 a644 a6440000
bf16 c0ca74cc c0ca c0ca0000
bf16 c83398ac c834 c8340000
bf16 83fc058a 83fc 83fc0000
bf16 bce34c94 bce3 bce30000
bf16 9e62d7f0 9e63 9e630000
bf16 84cc6e45 84cc 84cc0000
bf16 d696cac0 d697 d6970000
bf16 fdf7cdd2 fdf8 fdf80000
bf16 0b33770c 0b33 0b330000
bf16 52a28e8d 52a3 52a30000
bf16 6293ed86 6294 62940000
bf16 a71522d2 a715 a7150000
bf16 7d7f59e7 7d7f 7d7f0000
bf16 c16f70c2 c16f c16f0000
bf16 e8d06d47 e8d0 e8d00000
bf16 bbc2854f bbc3 bbc30000
bf16 92fa3564 92fa 92fa0000
bf16 81444c7a 8144 81440000
bf16 b5b977ec b5b9 b5b90000
bf16 15fd8621 15fe 15fe0000
bf16 0302b767 0303 03030000
bf16 c84f61ea c84f c84f0000
bf16 a8cc7c91 a8cc a8cc0000
bf16 387cccce 387d 387d0000
bf16 e2ee6d24 e2ee e2ee0000
bf16 1b43ccb7 1b44 1b440000
bf16 1509ee1c 150a 150a0000
bf16 f9b3aa63 f9b4 f9b40000
bf16 57e9ca7e 57ea 57ea0000
bf16 7da84f23 7da8 7da80000
bf16 9c887fba 9c88 9c880000
bf16 b24f0d1c b24f b24f0000
bf16 b2ffe8a7 b300 b3000000
bf16 c38d5084 c38d c38d0000
bf16 b4125f9f b412 b4120000
bf16 8076eb7b 8077 80770000
bf16 90a26b06 90a2 90a20000
bf16 13ff6f27 13ff 13ff0000
bf16 29cb016d 29cb 29cb0000
bf16 18c1995c 18c2 18c20000
bf16 de208c15 de21 de210000
bf16 ef7d947c ef7e ef7e0000
bf16 f04fa264 f050 f0500000
bf16 30b7aacb 30b8 30b80000
bf16 b99fd380 b9a0 b9a00000
bf16 29efdf0e 29f0 29f00000
bf16 34151a89 3415 34150000
bf16 aa0358b4 aa03 aa030000
bf16 571eda53 571f 571f0000
bf16 3a147368 3a14 3a140000
bf16 d2480cd6 d248 d2480000
bf16 2abd4668 2abd 2abd0000
bf16 94dc5dd6 94dc 94dc0000
bf16 b4cbdbd2 b4cc b4cc0000
bf16 bea98dfb beaa beaa0000
bf16 1271147f 1271 12710000
bf16 f615ce9b f616 f6160000
bf16 ddf71f37 ddf7 ddf70000
bf16 7e2ba92b 7e2c 7e2c0000
bf16 cb217d68 cb21 cb210000
bf16 70a12028 70a1 70a10000
bf16 560be466 560c 560c0000
bf16 987f1b35 987f 987f0000
bf16 948b6acf 948b 948b0000
bf16 e9c65dab e9c6 e9c60000
bf16 76adaaf7 76ae 76ae0000
bf16 67ad960f 67ae 67ae0000
bf16 65da29af 65da 65da0000
bf16 5ab84991 5ab8 5ab80000
bf16 cdae43cd cdae cdae0000
bf16 13cc7196 13cc 13cc0000
bf16 c9619f41 c962 c9620000
bf16 8597dd3e 8598 85980000
bf16 8ede069b 8ede 8ede0000
bf16 0b4a936c 0b4b 0b4b0000
bf16 40cba44a 40cc 40cc0000
bf16 acfde790 acfe acfe0000
bf16 9682346a 9682 96820000
bf16 12d35399 12d3 12d30000
bf16 3443a874 3444 34440000
bf16 9196d06c 9197 91970000
bf16 ce528f8d ce53 ce530000
bf16 573f7df8 573f 573f0000
bf16 16d11c24 16d1 16d10000
bf16 cbb59916 cbb6 cbb60000
bf16 e8fc2541 e8fc e8fc0000
bf16 368b8494 368c 368c0000
bf16 242b111b 242b 242b0000
bf16 8abf06cd 8abf 8abf0000
bf16 b29ce5a2 b29d b29d0000
bf16 e077e8dc e078 e0780000
bf16 0fc25556 0fc2 0fc20000
bf16 4536058b 4536 45360000
bf16 525a303f 525a 525a0000
bf16 6d6d4758 6d6d 6d6d0000
bf16 d87e1aaa d87e d87e0000
bf16 8818bca1 8819 88190000
bf16 b2a3968b b2a4 b2a40000
bf16 76312e54 7631 76310000
bf16 930d1e1c 930d 930d0000
bf16 6c5ad4fb 6c5b 6c5b0000
bf16 b0aa6067 b0aa b0aa0000
bf16 b1304162 b130 b1300000
bf16 205dfded 205e 205e0000
bf16 7acf9bdd 7ad0 7ad00000
bf16 09841ccf 0984 09840000
bf16 29c5f77f 29c6 29c60000
bf16 9807f83b 9808 98080000
bf16 3a07d9de 3a08 3a080000
bf16 b135e3a8 b136 b1360000
bf16 fa95b7cd fa96 fa960000
bf16 ded10b3c ded1 ded10000
bf16 6561af4d 6562 65620000
bf16 a3d0b667 a3d1 a3d10000
bf16 758c2191 758c 758c0000
bf16 59ba3f43 59ba 59ba0000
bf16 bcd5bfb1 bcd6 bcd60000
bf16 0b4ccae1 0b4d 0b4d0000
bf16 1aef73b9 1aef 1aef0000
bf16 062995c8 062a 062a0000
bf16 3082d355 3083 30830000
bf16 c15f97a4 c160 c1600000
bf16 7f33605d 7f33 7f330000
bf16 29a57847 29a5 29a50000
bf16 14df0474 14df 14df0000
bf16 d403aee0 d404 d4040000
bf16 38568db5 3857 38570000
bf16 7431a827 7432 74320000
bf16 db52d6bd db53 db530000
bf16 8eea4b75 8eea 8eea0000
bf16 c3447161 c344 c3440000
bf16 7584421e 7584 75840000
bf16 2cc536cb 2cc5 2cc50000
bf16 ea48ab61 ea49 ea490000
bf16 303e09e1 303e 303e0000
bf16 899f3cd1 899f 899f0000
bf16 23eb7e96 23eb 23eb0000
bf16 9b1edab4 9b1f 9b1f0000
bf16 b1ed982e b1ee b1ee0000
bf16 b6dc0076 b6dc b6dc0000
bf16 00a90164 00a9 00a90000
bf16 fbc309e4 fbc3 fbc30000
bf16 a0939f06 a094 a0940000
bf16 1940483d 1940 19400000
bf16 47801745 4780 47800000
bf16 8bcea8de 8bcf 8bcf0000
bf16 57fbd9d6 57fc 57fc0000
bf16 ce69ece3 ce6a ce6a0000
bf16 7bc73ede 7bc7 7bc70000
bf16 8cba6be9 8cba 8cba0000
bf16 28e71088 28e7 28e70000
bf16 f5a04cf9 f5a0 f5a00000
bf16 f7e96839 f7e9 f7e90000
bf16 6e71db83 6e72 6e720000
bf16 87faebd8 87fb 87fb0000
bf16 6b8083f9 6b81 6b810000
bf16 53b26466 53b2 53b20000
bf16 da9ec6d3 da9f da9f0000
bf16 b9644686 b964 b9640000
bf16 37395f10 3739 37390000
bf16 590f3f3b 590f 590f0000
bf16 54d49978 54d5 54d50000
bf16 d22f72f1 d22f d22f0000
bf16 eaad3ba4 eaad eaad0000
bf16 4c24cf36 4c25 4c250000
bf16 b47cc931 b47d b47d0000
bf16 b0ba5d92 b0ba b0ba0000
bf16 d4f9ad95 d4fa d4fa0000
bf16 02dbb85d 02dc 02dc0000
bf16 2b359183 2b36 2b360000
bf16 ff38bbb5 ff39 ff390000
bf16 aa5933b8 aa59 aa590000
bf16 e6188be4 e619 e6190000
bf16 a252cb2e a253 a2530000
bf16 bf092563 bf09 bf090000
bf16 8ce596f1 8ce6 8ce60000
bf16 5ce56226 5ce5 5ce50000
bf16 7b8779e1 7b87 7b870000
bf16 9d2a3c97 9d2a 9d2a0000
bf16 baf122da baf1 baf10000
bf16 136c6dc1 136c 136c0000
bf16 89db8f78 89dc 89dc0000
bf16 6b3fc62c 6b40 6b400000
bf16 5a9928a9 5a99 5a990000
bf16 2e85292c 2e85 2e850000
bf16 17d43df1 17d4 17d40000
bf16 f766faef f767 f7670000
bf16 97a12c32 97a1 97a10000
bf16 887484a7 8875 88750000
bf16 f0c54330 f0c5 f0c50000
bf16 9b20f1ee 9b21 9b210000
bf16 b0036496 b003 b0030000
bf16 fe23d95d fe24 fe240000
bf16 8b350e23 8b35 8b350000
bf16 ac053feb ac05 ac050000
bf16 6a02ff7f 6a03 6a030000
bf16 9d7b155f 9d7b 9d7b0000
bf16 81429766 8143 81430000
bf16 6d490518 6d49 6d490000
bf16 17f7665e 17f7 17f70000
bf16 750033ef 7500 75000000
bf16 109974f0 1099 10990000
bf16 fca068fd fca0 fca00000
bf16 ca7037e7 ca70 ca700000
bf16 7b46fd0e 7b47 7b470000
bf16 ab92d75c ab93 ab930000
bf16 e3a03bd9 e3a0 e3a00000
bf16 62bde857 62be 62be0000
bf16 1e21f518 1e22 1e220000
bf16 a535812b a536 a5360000
bf16 10687f1b 1068 10680000
bf16 fc435fae fc43 fc430000
bf16 578c5247 578c 578c0000
bf16 f36875ba f368 f3680000
bf16 5dfca777 5dfd 5dfd0000
bf16 0190c162 0191 01910000
bf16 b8cfa3f5 b8d0 b8d00000
bf16 c0d1fe68 c0d2 c0d20000
bf16 82e3d81a 82e4 82e40000
bf16 9e58eb09 9e59 9e590000
bf16 57fb616b 57fb 57fb0000
bf16 0d7b9858 0d7c 0d7c0000
bf16 975a76ae 975a 975a0000
bf16 bf6fd35e bf70 bf700000
bf16 242c8d55 242d 242d0000
bf16 57fc0d63 57fc 57fc0000
bf16 b9e7a298 b9e8 b9e80000
bf16 ae763b44 ae76 ae760000
bf16 d31d9916 d31e d31e0000
bf16 4256d85e 4257 42570000
bf16 2c8ee2f1 2c8f 2c8f0000
bf16 241dda03 241e 241e0000
bf16 cc310c3e cc31 cc310000
bf16 e8defb68 e8df e8df0000
bf16 01120f50 0112 01120000
bf16 3ded9857 3dee 3dee0000
bf16 e58475eb e584 e5840000
bf16 dc6b389c dc6b dc6b0000
bf16 5e1718e4 5e17 5e170000
bf16 b7893416 b789 b7890000
bf16 633aae16 633b 633b0000
bf16 3c0d7ba4 3c0d 3c0d0000
bf16 d9adabb2 d9ae d9ae0000
bf16 e018e580 e019 e0190000
bf16 c4f7bb96 c4f8 c4f80000
bf16 c69433e1 c694 c6940000
bf16 d01438f5 d014 d0140000
bf16 eca5e38a eca6 eca60000
bf16 21cb318d 21cb 21cb0000
bf16 acb1dca3 acb2 acb20000
bf16 72b52b6f 72b5 72b50000
bf16 d1ce3aab d1ce d1ce0000
bf16 b1edddd8 b1ee b1ee0000
bf16 3ff0929d 3ff1 3ff10000
bf16 8c8494df 8c85 8c850000
bf16 7b201568 7b20 7b200000
bf16 42009e6e 4201 42010000
bf16 63049431 6305 63050000
bf16 ede1878a ede2 ede20000
bf16 b97e0b45 b97e b97e0000
bf16 ae85f12d ae86 ae860000
bf16 5736e9f5 5737 57370000
bf16 569c77c5 569c 569c0000
bf16 67818b12 6782 67820000
bf16 4cfd286f 4cfd 4cfd0000
bf16 5ec33d74 5ec3 5ec30000
bf16 2c515252 2c51 2c510000
bf16 c1449693 c145 c1450000
bf16 6835ef75 6836 68360000
bf16 46971045 4697 46970000
bf16 6b6876c3 6b68 6b680000
bf16 9a6ef2ff 9a6f 9a6f0000
bf16 c1844f0b c184 c1840000
bf16 9c6b918f 9c6c 9c6c0000
bf16 d591a371 d592 d5920000
bf16 462188a7 4622 46220000
bf16 3ee89818 3ee9 3ee90000
bf16 b56a64ce b56a b56a0000
bf16 cce7dc05 cce8 cce80000
bf16 efde1d4b efde efde0000
bf16 1052ebe8 1053 10530000
bf16 2550a426 2551 25510000
bf16 2aff20b7 2aff 2aff0000
bf16 ca002ea3 ca00 ca000000
bf16 51e7fb94 51e8 51e80000
bf16 60764f49 6076 60760000
bf16 62614f94 6261 62610000
bf16 048b8f4b 048c 048c0000
bf16 cff4a74a cff5 cff50000
bf16 774d8005 774e 774e0000
bf16 a01002aa a010 a0100000
bf16 8c134f06 8c13 8c130000
bf16 602b3f64 602b 602b0000
bf16 7db99898 7dba 7dba0000
bf16 e976e179 e977 e9770000
bf16 89ac8021 89ad 89ad0000
bf16 cf2901b1 cf29 cf290000
bf16 2d19797c 2d19 2d190000
bf16 d8d3de90 d8d4 d8d40000
bf16 036882a6 0369 03690000
bf16 cb96c76d cb97 cb970000
bf16 9307b0a1 9308 93080000
bf16 39475a9a 3947 39470000
bf16 53440a14 5344 53440000
bf16 99504ab4 9950 99500000
bf16 21ad029c 21ad 21ad0000
bf16 9479668d 9479 94790000
bf16 528e2815 528e 528e0000
bf16 93e32c41 93e3 93e30000
bf16 8503cc1d 8504 85040000
bf16 52efcf59 52f0 52f00000
bf16 29947f7c 2994 29940000
bf16 5ebf8681 5ec0 5ec00000
bf16 15c81b07 15c8 15c80000
bf16 16b6e302 16b7 16b70000
bf16 98b61065 98b6 98b60000
bf16 2214c020 2215 22150000
bf16 7e9ccc38 7e9d 7e9d0000
bf16 b6e473f0 b6e4 b6e40000
bf16 4dd3c66c 4dd4 4dd40000
bf16 2e867510 2e86 2e860000
bf16 964be9b6 964c 964c0000
bf16 429aecb1 429b 429b0000
bf16 4f95c8a7 4f96 4f960000
bf16 557bc2e7 557c 557c0000
bf16 6c213e0e 6c21 6c210000
bf16 39ec0463 39ec 39ec0000
bf16 28535f8f 2853 28530000
bf16 82d47fda 82d4 82d40000
bf16 c35c659f c35c c35c0000
bf16 f6473c87 f647 f6470000
bf16 2e0b41d9 2e0b 2e0b0000
bf16 6ab8b9b0 6ab9 6ab90000
bf16 d7b298a6 d7b3 d7b30000
bf16 07f36aff 07f3 07f30000
bf16 1c0a3856 1c0a 1c0a0000
bf16 de784850 de78 de780000
bf16 e0453df9 e045 e0450000
bf16 932bb7a5 932c 932c0000
bf16 d38098fa d381 d3810000
bf16 8f6f5167 8f6f 8f6f0000
bf16 849020cf 8490 84900000
bf16 90492689 9049 90490000
bf16 81655607 8165 81650000
bf16 8ea8216c 8ea8 8ea80000
bf16 33bf58cd 33bf 33bf0000
bf16 3743ff13 3744 37440000
bf16 1222fbad 1223 12230000
bf16 b979af58 b97a b97a0000
bf16 37080b52 3708 37080000
bf16 9893420b 9893 98930000
bf16 b97fbff2 b980 b9800000
bf16 29c6704a 29c6 29c60000
bf16 b79153ac b791 b7910000
bf16 37f2bfa8 37f3 37f30000
bf16 69d016de 69d0 69d00000
bf16 26a18ca7 26a2 26a20000
bf16 e015fb8e e016 e0160000
bf16 c40a51bb c40a c40a0000
bf16 1dcd3c34 1dcd 1dcd0000
bf16 4e70120b 4e70 4e700000
bf16 135bd3b0 135c 135c0000
bf16 1418b000 1419 14190000
bf16 b5e75349 b5e7 b5e70000
bf16 9944c6d7 9945 99450000
bf16 fa2233cc fa22 fa220000
bf16 9dabf0bf 9dac 9dac0000
bf16 de081683 de08 de080000
bf16 6a95495c 6a95 6a950000
bf16 5bb85530 5bb8 5bb80000
bf16 59db87cd 59dc 59dc0000
bf16 269067e4 2690 26900000
bf16 d0406418 d040 d0400000
bf16 cad7fcb0 cad8 cad80000
bf16 509f5784 509f 509f0000
bf16 d15aeaf6 d15b d15b0000
bf16 152a5a48 152a 152a0000
bf16 11682887 1168 11680000
bf16 46a49f63 46a5 46a50000
bf16 f33cfd24 f33d f33d0000
bf16 0b62c23e 0b63 0b630000
bf16 de3ae05f de3b de3b0000
bf16 99fa9ad6 99fb 99fb0000
bf16 08c386e7 08c4 08c40000
bf16 8ec14cf7 8ec1 8ec10000
bf16 0377f69c 0378 03780000
bf16 ae046599 ae04 ae040000
bf16 a6381fa8 a638 a6380000
bf16 e25c539b e25c e25c0000
bf16 a87c51e0 a87c a87c0000
bf16 a9c01f1f a9c0 a9c00000
bf16 bdd06563 bdd0 bdd00000
bf16 8b2e27f5 8b2e 8b2e0000
bf16 90b19601 90b2 90b20000
bf16 350e5a9d 350e 350e0000
bf16 c6ee3b63 c6ee c6ee0000
bf16 a91a84e6 a91b a91b0000
bf16 ed4fa26c ed50 ed500000
bf16 b6baa9cb b6bb b6bb0000
bf16 99f42a20 99f4 99f40000
bf16 f4a68b5c f4a7 f4a70000
bf16 6efad145 6efb 6efb0000
bf16 ba009708 ba01 ba010000
bf16 270b3820 270b 270b0000
bf16 c8bfb778 c8c0 c8c00000
bf16 38d8c043 38d9 38d90000
bf16 f558204b f558 f5580000
bf16 40ad1f4d 40ad 40ad0000
bf16 64a179cd 64a1 64a10000
bf16 c5141fdc c514 c5140000
bf16 8cd54312 8cd5 8cd50000
bf16 f0042bfb f004 f0040000
bf16 4302cf42 4303 43030000
bf16 223abf18 223b 223b0000
bf16 bdeeaff4 bdef bdef0000
bf16 3f1af938 3f1b 3f1b0000
bf16 f0005d6b f000 f0000000
bf16 f5b448de f5b4 f5b40000
bf16 09a942ae 09a9 09a90000
bf16 20990600 2099 20990000
bf16 03d5050b 03d5 03d50000
bf16 cdde6d62 cdde cdde0000
bf16 eafc5c98 eafc eafc0000
bf16 d2eba49a d2ec d2ec0000
bf16 9c78bb75 9c79 9c790000
bf16 ea9feb0d eaa0 eaa00000
bf16 92bc8fc5 92bd 92bd0000
bf16 3f024d49 3f02 3f020000
bf16 d7f023ae d7f0 d7f00000
bf16 e4ed2d97 e4ed e4ed0000
bf16 ada62784 ada6 ada60000
bf16 be535bd4 be53 be530000
bf16 4b77cb9d 4b78 4b780000
bf16 33c35eb2 33c3 33c30000
bf16 4b369c42 4b37 4b370000
bf16 7d7c657c 7d7c 7d7c0000
bf16 1cd5dd74 1cd6 1cd60000
bf16 b1bdd254 b1be b1be0000
bf16 c4a98709 c4aa c4aa0000
bf16 6cc9254b 6cc9 6cc90000
bf16 930a4f54 930a 930a0000
bf16 b62d83c2 b62e b62e0000
bf16 5d111578 5d11 5d110000
bf16 6e3a7349 6e3a 6e3a0000
bf16 58ed7078 58ed 58ed0000
bf16 5038d981 5039 50390000
bf16 5668c05c 5669 56690000
bf16 615985f3 615a 615a0000
bf16 0a196321 0a19 0a190000
bf16 524871c2 5248 52480000
bf16 6bffada5 6c00 6c000000
bf16 ff600547 ff60 ff600000
bf16 e8e0044f e8e0 e8e00000
bf16 51db3c85 51db 51db0000
bf16 f7781e45 f778 f7780000
bf16 c1826ea7 c182 c1820000
bf16 bcd2f69b bcd3 bcd30000
bf16 7809f213 780a 780a0000
bf16 11b0e4b5 11b1 11b10000
bf16 be8522aa be85 be850000
bf16 d0c91eb9 d0c9 d0c90000
bf16 e417c0ec e418 e4180000
bf16 90f19bb7 90f2 90f20000
bf16 f6f21a83 f6f2 f6f20000
bf16 ae4de8ad ae4e ae4e0000
bf16 9124b1e8 9125 91250000
bf16 dcc49133 dcc5 dcc50000
bf16 72036b79 7203 72030000
bf16 5a1d1c88 5a1d 5a1d0000
bf16 ef3c33b9 ef3c ef3c0000
bf16 6eb705e9 6eb7 6eb70000
bf16 c3a7afb2 c3a8 c3a80000
bf16 98d6d0f4 98d7 98d70000
bf16 9e9593d9 9e96 9e960000
bf16 b262bcfb b263 b2630000
bf16 f446de34 f447 f4470000
bf16 11b70d95 11b7 11b70000
bf16 f8e554e2 f8e5 f8e50000
bf16 f622b413 f623 f6230000
bf16 eacf7964 eacf eacf0000
bf16 6b9c3cfd 6b9c 6b9c0000
bf16 5c1c2022 5c1c 5c1c0000
bf16 6c3c8767 6c3d 6c3d0000
bf16 fbdadd44 fbdb fbdb0000
bf16 7780ed10 7781 77810000
bf16 0eb9a481 0eba 0eba0000
bf16 bce906f0 bce9 bce90000
bf16 2ffcebb2 2ffd 2ffd0000
bf16 863235a7 8632 86320000
bf16 e2f7738f e2f7 e2f70000
bf16 c7620643 c762 c7620000
bf16 60873abd 6087 60870000
bf16 271070aa 2710 27100000
bf16 47a55925 47a5 47a50000
bf16 c06246c1 c062 c0620000
bf16 3213289a 3213 32130000
bf16 77107e86 7710 77100000
bf16 5a04efb0 5a05 5a050000
bf16 f2bd77bc f2bd f2bd0000
bf16 79bb3f93 79bb 79bb0000
bf16 7918e5a0 7919 79190000
bf16 bc3af9a0 bc3b bc3b0000
bf16 65108d1d 6511 65110000
bf16 0f406926 0f40 0f400000
bf16 cc144225 cc14 cc140000
bf16 696666b8 6966 69660000
bf16 4c59b1f0 4c5a 4c5a0000
bf16 0cd8b3ae 0cd9 0cd90000
bf16 82f4b5a3 82f5 82f50000
bf16 56b0de21 56b1 56b10000
bf16 806eab55 806f 806f0000
bf16 0ff62f6e 0ff6 0ff60000
bf16 67ef5ccf 67ef 67ef0000
bf16 672713e7 6727 67270000
bf16 1cf9e15f 1cfa 1cfa0000
bf16 a69bf661 a69c a69c0000
bf16 3b41d46d 3b42 3b420000
bf16 30c2363c 30c2 30c20000
bf16 dfc1ee96 dfc2 dfc20000
bf16 a4ae6584 a4ae a4ae0000
bf16 f0e7836d f0e8 f0e80000
bf16 fbb74bb8 fbb7 fbb70000
bf16 625a54f5 625a 625a0000
bf16 66a4f200 66a5 66a50000
bf16 3edc9aba 3edd 3edd0000
bf16 721b8051 721c 721c0000
bf16 777e6fa9 777e 777e0000
bf16 d44bc108 d44c d44c0000
bf16 53f669eb 53f6 53f60000
bf16 91be1017 91be 91be0000
bf16 f6d7a7fd f6d8 f6d80000
bf16 b0c16d34 b0c1 b0c10000
bf16 c092975b c093 c0930000
bf16 a4a2cf6c a4a3 a4a30000
bf16 0fb7558a 0fb7 0fb70000
bf16 b1f19981 b1f2 b1f20000
bf16 baab1128 baab baab0000
bf16 9b81fa7c 9b82 9b820000
bf16 68cf1d0c 68cf 68cf0000
bf16 bd4082ce bd41 bd410000
