# dtype count scale_hex data_hex scale_bits... | back_bits...
mxfp4 32 2323 77777777777777777777777777777777 3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000 3e300000,3e300000 40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000
mxfp4 32 7e13 07000000000000007777777777777777 7149f2ca,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000 43e00000,3d300000 40c00000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000
mxfp4 33 49532b 498060000137880208f80018ad88c08807 c017b05d,412c3f4e,3cf0fb27,bec6ea9b,3b6f9e7e,41a27cb9,3c62f723,3bc90331,4019dd0c,3c64ea0c,41e07a9f,40db2835,bbc479ad,bf215ac2,40b0a0ab,3e6d8b0f,bc53ad30,3c0b2524,bcf8bc7c,c27e6872,3d5f77b3,3c9fc114,bef9c4d4,4090a087,c20824c2,c14d96f3,bf6316fc,bfd93c51,3f259089,c1c4e931,bf87bfe3,bb0b25a5,3ffe1215 40900000,41300000,3eb00000 bf000000,40000000,00000000,80000000,00000000,40800000,00000000,00000000,3f000000,00000000,40c00000,3fc00000,80000000,80000000,3f800000,00000000,80000000,00000000,80000000,c0c00000,00000000,00000000,80000000,3f000000,c0400000,bf800000,80000000,80000000,00000000,c0000000,80000000,80000000,40c00000
mxfp4 33 7e7e00 00f78f7f0788f707770800f0f870888700 33ac76c7,31454c01,57acb950,ca3b086c,ddf6e32c,a684f30f,c7b9344a,50a98c50,58e0fd52,3c8014ce,a8ac77b0,a6947938,4b923e7c,d21538d8,53cd6d66,3166cd3e,60dffc6c,5fa6878b,9f565e62,32596b49,2227653b,41542723,23609ddd,d3548645,ac2a3f02,d702cbbf,284b14c2,5114976e,a47ca548,ab2e1f3c,5b308cc0,a6c42815,a3232936 43e00000,43e00000,00000000 00000000,00000000,40c00000,c0c00000,c0c00000,80000000,c0c00000,40c00000,40c00000,00000000,80000000,80000000,40c00000,c0c00000,40c00000,00000000,40c00000,40c00000,80000000,00000000,00000000,00000000,00000000,c0c00000,80000000,c0c00000,00000000,40c00000,80000000,80000000,40c00000,80000000,00000000
mxfp4 33 7e7e7e 8f8f80f0780f87f80778808707f8080707 d13eb384,aee4597f,e72c2871,b2f3527e,31451959,8af8466d,253bd2ae,ed1ac8c4,c1e5f479,61bd8b44,f95c7781,3667e0ba,7caa1cf0,87679be6,a4bcf218,f17d9421,66d89767,0137e305,a7e8d584,654cd814,20c1092c,91badd0b,6b09dafd,9a806800,7c55b513,28738d90,9f9df40a,e666b6ef,84c3e2bf,2e10d218,452d047b,2c39b6a5,7871cf96 43e00000,43e00000,43e00000 c0c00000,80000000,c0c00000,80000000,00000000,80000000,00000000,c0c00000,80000000,40c00000,c0c00000,00000000,40c00000,80000000,80000000,c0c00000,40c00000,00000000,80000000,40c00000,00000000,80000000,40c00000,80000000,40c00000,00000000,80000000,c0c00000,80000000,00000000,40c00000,00000000,40c00000
mxfp4 33 32322e 234fffea6eb3b5bbe66cebdf5ca7653307 3f77e452,3f105b99,c078fae5,3fbce579,c06ec469,c04a3603,bf399a47,c0360e56,c026b7aa,402f0443,3f53e1ec,bf65b0fb,40035c7a,bf865c89,bf6897f7,bf82774b,4037dc62,c01c3a3a,bfc04531,402fb008,bf4b6fb1,c02e81c3,c0781542,bff7c585,bf8f20cd,3fc8cbb5,4060597b,bf18b52d,3fd24fac,4021efdc,3f549b36,3f49ccfc,402573d1 3f200000,3f200000,3ee00000 3fc00000,3f800000,c0c00000,40000000,c0c00000,c0c00000,bf800000,c0800000,c0800000,40800000,3fc00000,bfc00000,40400000,bfc00000,bfc00000,bfc00000,40800000,c0800000,c0000000,40800000,bfc00000,c0800000,c0c00000,c0400000,c0000000,40400000,40c00000,bf800000,40400000,40800000,3fc00000,3fc00000,40c00000
mxfp4 33 383838 0000000000000000000000000000000000 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000 3f800000,3f800000,3f800000 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
mxfp4 33 232323 7777777777777777777777777777777707 3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000 3e300000,3e300000,3e300000 40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000
mxfp4 33 7e1313 0700000000000000777777777777777707 7149f2ca,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000 43e00000,3d300000,3d300000 40c00000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000
mxfp4 64 5151514a 000887888068808498880008850090f001088100b8f2e0b98f93c60050000808 3b232f6d,3e728517,bb063638,3e9efa1f,425f845d,bf50442e,bd09b0f5,bd1ba1c6,3ba30357,bb55176f,bb1f62ab,42071141,3d2d4b25,bcef572a,4192f779,bb73088a,bb091186,c022e3fd,bb698125,bc979c74,3bd862f1,3c0321d9,bd0f6057,3fe1f8ca,41e9fab7,bc0d4f57,3d1dd0e9,3d821a2a,3bf8037a,c015c161,3fde0f0b,c25fa72e,40d1b51b,3fedcaf6,be9a7e30,3b944334,40b74c9b,bbc1ecb3,3bb362ea,3d0f052a,bb062db4,c15f94fe,411e868b,c25ef1e5,3b00386d,c2163a72,c04ed929,c1528d01,c1f94b6a,be897dd5,40d85653,bfce2b4c,41bb03ee,c11649cf,3c3a5866,3e37140b,3d3f9218,4182f979,3dcab5bb,3f6c01ef,bdabe809,3b2b526c,bda2e249,3c8d92b0 41100000,41100000,41100000,40a00000 00000000,00000000,80000000,00000000,40c00000,80000000,80000000,80000000,00000000,80000000,80000000,40800000,00000000,80000000,40000000,80000000,80000000,bf000000,80000000,80000000,00000000,00000000,80000000,00000000,40400000,80000000,00000000,00000000,00000000,bf000000,00000000,c0c00000,3f000000,00000000,80000000,00000000,3f000000,80000000,00000000,00000000,80000000,bfc00000,3f800000,c0c00000,00000000,c0800000,bf000000,bfc00000,c0c00000,80000000,3fc00000,bf000000,40800000,c0000000,00000000,00000000,00000000,40400000,00000000,00000000,80000000,00000000,80000000,00000000
mxfp4 64 7e7e7e7e 00787f7f070070f0f7f8880a080f880f1778f707007098f880f8f888780f080f 42becbe4,3b3e066f,a10e80af,60c3e63b,c80e0168,53d3bdf2,db62b278,56156c0e,48992877,31388dc8,2b017a9e,405d00a0,3f85d34b,458dfda3,310142df,da3a1db8,4594ea69,d47d48b1,9f5b6fb5,d70bdad4,b54c7cd1,ab400b8d,c3f51b03,38023cdf,ba8c32b6,4107767f,d59a37a3,281ab323,a60d02cf,aef07c2a,ccb1f804,296ba33d,5a44feaf,43592bf7,ba423888,51717e4f,55108e7d,e0020dd7,459a3cb0,3a2e4e7c,24a03d55,3a78ce9f,3e6cc77a,5b78775b,bfbe410b,c31a00c2,beabc605,d50c7b2c,3836acbc,a2995d9a,b5b7d95d,e2fbea18,a0bebf34,e209ede6,b17f5b2e,aef4d5da,af6d33ab,4ba16639,c7793964,36b929cd,a5292eef,1f192372,d9b73ddb,20eda9d2 43e00000,43e00000,43e00000,43e00000 00000000,00000000,80000000,40c00000,c0c00000,40c00000,c0c00000,40c00000,40c00000,00000000,00000000,00000000,00000000,40c00000,00000000,c0c00000,40c00000,c0c00000,80000000,c0c00000,80000000,80000000,bf800000,00000000,80000000,00000000,c0c00000,00000000,80000000,80000000,c0c00000,00000000,40c00000,3f000000,80000000,40c00000,40c00000,c0c00000,40c00000,00000000,00000000,00000000,00000000,40c00000,80000000,bf000000,80000000,c0c00000,00000000,80000000,80000000,c0c00000,80000000,c0c00000,80000000,80000000,80000000,40c00000,c0c00000,00000000,80000000,00000000,c0c00000,00000000
mxfp4 64 7e7e7e7e ff00087ff07800f78f000ff077700f700f788f008f77788f8f8f07f0f78f0878 e553947a,c87ccf6e,32588c3d,05b53c0d,92c9ed5e,22c55202,d40a7c84,72c57f5b,1912dc58,d46ec95a,9bcf9781,74f30e5d,3b4704be,00228b8e,5910eb34,feb47117,fbc61ab9,9eae1632,3f3d71c6,34e9ec85,eee750d7,3ae2beab,047920a9,f2bd1d5c,68b12d86,50131684,1478a6d3,7e9955a6,ef52b02c,05f30fb7,33aaf6b7,774d6dd1,f7b2a17b,28b86a62,98d9556a,5214fbc4,e85551f9,bffdbced,280cc79d,0ab59679,ddfc314a,b207dd5d,472a03d2,62d335c1,85642711,59561b49,f591972e,b1de4e81,e217078c,a5e618ca,f4d6e74a,9ec26d2b,7368a204,3cd98503,26ff51dd,ee1ba996,65a001df,e2c72b29,cce0a0c8,879e79ff,b80be051,2240a039,bd956dad,6ad4b2fb 43e00000,43e00000,43e00000,43e00000 c0c00000,c0c00000,00000000,00000000,80000000,00000000,c0c00000,40c00000,00000000,c0c00000,80000000,40c00000,00000000,00000000,40c00000,c0c00000,c0c00000,80000000,00000000,00000000,c0c00000,00000000,00000000,c0c00000,40c00000,40c00000,00000000,40c00000,c0c00000,00000000,00000000,40c00000,c0c00000,00000000,80000000,40c00000,c0c00000,80000000,00000000,00000000,c0c00000,80000000,40c00000,40c00000,80000000,40c00000,c0c00000,80000000,c0c00000,80000000,c0c00000,80000000,40c00000,00000000,00000000,c0c00000,40c00000,c0c00000,c0c00000,80000000,80000000,00000000,80000000,40c00000
mxfp4 64 32323132 7bb2fbdc524c53e273db4bac53f5ddb4b7d555acdf552cadd4a46f7bacbf7462 bf59a7b9,4078876d,3f2d3590,bf66aeca,bf87aaa4,c06df188,bfb14b58,bfdd8c7a,3f24ff86,3feeea6b,bfb922c5,3fbb11a7,3f8627f2,3fd30754,3f0652ab,c00f8959,3f5478b7,4057d7e5,bf4ca7e5,bfecbe70,bf662ae6,3fc68952,bfb3a3c1,bf46bbff,3f54ce3f,3ff983a0,3fd3e4e3,c06c2ab7,bfdca145,bfcf6844,3f911333,bf608d8a,4063a362,bf7abc1a,3fe4240d,bfd3bdda,3fc7c8e8,3fe45f2c,bfa5ebb6,bf202340,c048ac1b,bfd46545,3fd36b56,3ff7ba5e,bfa22cf1,3f270ba1,bfec4d4b,bf2b7ebb,3f910371,c001f8e8,3fc219d5,bf3081a3,c06db7d6,40111eb9,bf6844fc,405d020d,bfb65e02,bf40b884,c058e31a,bf4d06b7,3f92e3d1,40640389,3f344cc8,402489f4 3f200000,3f200000,3f100000,3f200000 bfc00000,40c00000,3f800000,bfc00000,bfc00000,c0c00000,c0000000,c0400000,3f800000,40400000,c0000000,40000000,3fc00000,40400000,3f800000,c0800000,3fc00000,40c00000,bfc00000,c0400000,bfc00000,40000000,c0000000,bf800000,3fc00000,40400000,40400000,c0c00000,c0400000,c0400000,40000000,bfc00000,40c00000,bfc00000,40400000,c0400000,40400000,40400000,c0000000,bf800000,c0c00000,c0400000,40400000,40400000,c0000000,3f800000,c0400000,bf800000,40000000,c0400000,40000000,bf800000,c0c00000,40800000,bfc00000,40c00000,c0000000,bf800000,c0c00000,bfc00000,40000000,40c00000,3f800000,40800000
mxfp4 64 38383838 0000000000000000000000000000000000000000000000000000000000000000 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000 3f800000,3f800000,3f800000,3f800000 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
mxfp4 64 23232323 7777777777777777777777777777777777777777777777777777777777777777 3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000 3e300000,3e300000,3e300000,3e300000 40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000
mxfp4 64 7e131313 0700000000000000777777777777777777777777777777777777777777777777 7149f2ca,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000 43e00000,3d300000,3d300000,3d300000 40c00000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000
mxfp4 256 4b3443424e514b52374d4c514e52514e 080788808080907084bf008b11081880890088091702b8a0b08888808430d087079508805888f08087541009808069980080f8c588a000888a10f88008888018888e84970a0c48884206934c8017000e185f5b4928f98c880b08088708a000e8000874808088808698088000f78b08088f0b8624888081808701890a00808b08 bdb79d72,3dca5b7e,41ddfa13,3bac6251,bc46800c,be03c6d5,3e09c361,bef9a5b5,3e49c20c,bcb58417,3c6d925a,bc8fe822,3c0ec873,bff9d525,3caf3f7f,42090ec5,3fbbeebd,bc96600b,c0917467,bfa6fccc,3e350d7c,3ca8e26c,bf77d8ca,bd9540e7,3ea08820,3e9fe725,bb5db2d8,3cfdab4c,bc1520d1,3ed66170,3bcd4fef,bbc73692,bf3c2286,be3dcc7e,3b2fd5b9,3bf30ac8,bc3c524b,bb8f0ed1,bfb32a43,3e5c762c,417caa0d,3f680593,40207187,3bd27e95,bf15959a,c0719433,3c860c39,c038bbb1,3d820e8b,c05b0617,bb9a6cf0,bb4b2fe8,bdac1aa7,bb984199,3d4084c2,bdfcb10b,409d5d90,be505f99,3e3c0122,405dfc42,3b8447ae,c0e60375,41682c9a,be10c5f8,4229f9f0,3ef50027,41a2b66b,c02b4fa0,beb5e839,3f864738,3d19540e,be77f5c7,bc8bc2eb,41a58a64,bc1cf78f,be969fd5,3c48475b,c2202e63,3f4d8e1f,bf0cccc1,4250fe71,bc51964c,417f304e,41e90c33,3ce8f1a6,401ce30c,c07dc188,3e8ff618,3b8e0117,c002782b,3b8fa0d2,bcbed55c,c0526d77,420ab954,bb621322,c06b61bf,3dabf672,3c935d21,3b4d0599,bf727182,bdffc229,c2065a51,416c6362,c1481564,bf38f040,bd510d18,3e7b5749,c0a8199f,3b366f30,3df6d98a,bd04122a,bee860d2,c0f02f50,bb6e90e9,3f2266e3,407ed423,bbbfb5ae,c2759b7e,3cf8fb8d,bbabe431,bc3f31b4,3cbdfe3f,bc6839e4,bf7a0bc3,3ec4b56a,bc174a8e,bc356bbf,40773a37,be61abcf,bddb135e,c06ea481,bc29be80,3fdd663f,bd918eb6,40b048d8,bf12fbbe,bf4db1b7,3be1aa91,bfd9943e,3dc5900a,bb1edae0,3fdca76c,be6c72ee,bd2eacf5,40abf47e,416eacd5,41e97667,3bb09a89,4127bdc0,c025f88f,c14098b3,4167ab6e,3bdbf06a,bf83a129,421d85f8,406c0c96,3b6536cb,3b275b05,c1b9f125,3e555f44,bcbda9fd,3fdaece1,c1fc9b22,4183d2fe,c1206007,417e3b28,c053e7aa,4167ef77,bdf25eb2,40d838bb,bff980b0,c20bcd38,c15e52a4,bb703247,bb803bcd,bed20bbb,c1351bde,3eb57229,bd333f20,40024844,bbc2c9ee,3fa7a406,4259932d,bfc524ce,be431dc0,3ceb47d9,3d459b72,c125ac33,3baf5c2e,3e676538,be4112cd,c20d95e8,3fd99b1f,3d4c9b60,bb0136aa,3b291b34,415d3178,422976a4,3d51bba9,bfa68ca9,3df0e730,be348b64,bbf1d998,bc549785,3d258735,be7d76f9,41c5e359,bc62f64a,be937fd3,c0b3dfb8,bfd2aa9c,3d536ea5,3c0643c1,be0d8c91,3f685b17,3b4e5a41,42663274,c26f6b32,c16bd3c6,bb0ad18a,bbec1322,400436f3,bca9ae24,3b9ab6da,c2634b13,bbe0d9be,c1372ac6,3bdde3f2,41ffed2c,bb5ae578,418a150f,4123bb14,bfb133e6,bced5260,3ec1cef4,bc286d19,40bb0522,bb08c634,3c55551b,bc5c4aac,42293d8c,bbb75811,402adb5b,3e3eb4c3,bfe2a1a8,bf9b75af,c0ef928a,3cb91871,3c58daa8,3f28767f,3e7aff73,bc05dd72,c137f822,bc3125e3,bc912463,3ec4ae1d 40b00000,3f400000,40300000,40200000,40e00000,41100000,40b00000,41200000,3f700000,40d00000,40c00000,41100000,40e00000,41200000,41100000,40e00000 80000000,00000000,40c00000,00000000,80000000,80000000,00000000,80000000,00000000,80000000,00000000,80000000,00000000,bf000000,00000000,40c00000,40000000,80000000,c0c00000,bfc00000,00000000,00000000,bfc00000,80000000,3f000000,3f000000,80000000,00000000,80000000,3f000000,00000000,80000000,bf000000,80000000,00000000,00000000,80000000,80000000,bf000000,00000000,40c00000,3f000000,3f800000,00000000,80000000,bfc00000,00000000,bf800000,00000000,bfc00000,80000000,80000000,80000000,80000000,00000000,80000000,40000000,80000000,00000000,3fc00000,00000000,c0400000,40c00000,80000000,40c00000,00000000,40400000,bf000000,80000000,00000000,00000000,80000000,80000000,40400000,80000000,80000000,00000000,c0c00000,00000000,80000000,40c00000,80000000,40000000,40400000,00000000,3f000000,bf000000,00000000,00000000,80000000,00000000,80000000,bf000000,40800000,80000000,bf000000,00000000,00000000,00000000,80000000,80000000,c0c00000,40400000,c0000000,80000000,80000000,00000000,bf800000,00000000,00000000,80000000,80000000,bf800000,80000000,00000000,3f000000,80000000,c0c00000,00000000,80000000,80000000,00000000,80000000,80000000,00000000,80000000,80000000,3f000000,80000000,80000000,c0800000,80000000,40000000,80000000,40c00000,bf000000,bf800000,00000000,c0000000,00000000,80000000,40000000,80000000,80000000,3f800000,40000000,40800000,00000000,3fc00000,bf000000,c0000000,40000000,00000000,80000000,40c00000,3f000000,00000000,00000000,c0800000,00000000,80000000,3f000000,c0c00000,40400000,bfc00000,40400000,bf000000,40000000,80000000,3f800000,bf000000,c0c00000,c0000000,80000000,80000000,80000000,bfc00000,00000000,80000000,00000000,80000000,00000000,40c00000,80000000,80000000,00000000,00000000,bf800000,00000000,00000000,80000000,c0800000,00000000,00000000,80000000,00000000,40000000,40c00000,00000000,80000000,00000000,80000000,80000000,80000000,00000000,80000000,40800000,80000000,80000000,bf000000,80000000,00000000,00000000,80000000,00000000,00000000,40c00000,c0c00000,bfc00000,80000000,80000000,00000000,80000000,00000000,c0c00000,80000000,bfc00000,00000000,40800000,80000000,40000000,3f800000,80000000,80000000,00000000,80000000,3f000000,80000000,00000000,80000000,40c00000,80000000,3f000000,00000000,bf000000,80000000,bf800000,00000000,00000000,00000000,00000000,80000000,bfc00000,80000000,80000000,00000000
